Name,Genres,Studios,Synopsis,Score
Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,"Fantasy, Supernatural, Hentai",Seven,"Based on the erotic game by Atelier Kaguya Bare &amp; Bunny.

In a world where humans and demi-humans coexist, Taichi Amano has by accident drank some blood of Kuon Aoe, the most popular girl in the school. Drinking her blood changed his body to have a special constitution which awakens demi-humans.
In exchange for protecting Taichi from whoever would target him, the Aoe house made him cooperate with awakening Kuon...

(Source: VNDB)",7.19
Aibeya The Animation,Hentai,Seven,"With his parents abroad and his house in renovation all of a sudden, Kouta Kazama ends up staying at the home of his neighbor, Aki Hayama, sharing a room with her. Being childhood friends, they used to be very close, but now, as a man and woman sleeping together, it might not take too long for them to realize their true feelings for each other.",7.24
Pokemon (2019),"Action, Adventure, Comedy, Fantasy",OLM,"On a new day in the Kanto region, Satoshi gets invited by Professor Yukinari Ookido over to Professor Sakuragi's lab-opening ceremony in Vermillion City. During the ceremonial speech, Professor Sakuragi receives an alert of a possibly rare Pokémon appearing in Vermillion City's harbor, leading Satoshi and the other trainers to rush to the area in hopes of finding the mysterious Pokémon. At the harbor, they find Lugia—a Legendary Pokémon—engaged in combat with other trainers.

Noticing the other trainers' tactics, Satoshi has his partner, Pikachu, strike Lugia with a Thunderbolt attack. Unfazed, Lugia flees, but not before Satoshi determinedly leaps onto its back. To Satoshi's surprise, he meets another boy, Gou, who leapt onto Lugia's back as well. The two ride on Lugia's back as it brings them along on a bizarre adventure across the seas. As it lets the two back on the ground, Satoshi and Gou bid their farewells to Lugia and return to Sakuragi Institute.

Impressed by Gou's findings and Satoshi's insight taken during their encounter, Sakuragi requests for the duo to be his new research partners. And so the duo's journey begins, traveling across multiple regions to meet many new Pokémon—including ones that have the ability to Gigantamax!",7.57
Haikyuu!! (OVA),Sports,UNKNOWN,"A stop-motion anime that will bundle with the 42nd compiled book volume of Haruichi Furudate's Haikyu!! manga. Anime will have 10 short episodes featuring the Karasuno team as puppets.

(Source: ANN)",7.82
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,"Action, Drama, Sci-Fi",Satelight,"Gamilans are facing their biggest hurdle yet: their planet is dying at an alarming pace. To save his people and relocate them to habitable land, Aberdt Desler feigns submission to the oppressive rule of the planet Galman, which houses a race almost identical to the Gamilans. Desler's true objective is to seize control and accelerate the salvation of his nation. However, as Gamilans begin their migration, an unidentified massive power attacks them and completely warps their twin planet—Iscandar, Queen Starsha's home.

Meanwhile, Earth is celebrating the success of the magnificent Space Battleship Yamato and its heroic crew. A new generation of promising recruits joins Yamato and its two new support ships, led by Yuki Mori and Shirou Sanada. But not everyone agrees with the past decisions of its captain, Susumu Kodai. During the Yamato's six-month-long training mission and diplomatic meeting with the Gamilans, the crew learns of the recent catastrophe, and against all orders, Kodai commands the fleet to Iscandar to aid the surviving refugees.",7.44
Runway de Waratte,Drama,Ezόla,"Being the daughter of a modeling agency owner, Chiyuki Fujito aspires to represent her father's agency in the prestigious Paris Fashion Week, shining under the spotlight as a runway model. However, although she is equipped with great looks and talent, she unfortunately lacks a key element in becoming a successful model—height. Stuck at 158 cm even after entering high school, her childhood dream seems out of reach.

Meanwhile, Ikuto Tsumura is a high school student with a knack in designing clothes; however, without the resources to pursue the necessary education, his ambition of becoming a fashion designer remains a mere dream. But as fate brings Chiyuki and Ikuto together, the dim hopes within their hearts are ignited once again. Together, the two promise to rebel against convention and carve out their own paths in the fashion world.",7.57
Maou-jou de Oyasumi,"Comedy, Fantasy",Doga Kobo,"The Demon Lord Tasogare's castle is a dark and frightening place, filled to the brim with various monsters. Any soul unfortunate enough to be imprisoned here is sure to be terrified by the horrors within. However, the human princess Aurora Suya Rhys ""Syalis"" Kaymin is a different case. Rather indifferent to her situation, Syalis worries about one thing and one thing only—sleep. Ever since the demon lord kidnapped her from her kingdom, she has not had a single good night's rest.

To alleviate her dozen dozing issues, the princess makes do with what she can find in the castle. Whether it be the fur of fluffy demonic teddy bears or the silky, blanket-like bodies of ghost shrouds, everything is but a means to ensure a peaceful slumber. With so many potential materials to craft items that can help her sleep at her disposal, nothing will stop the sleepy princess—not even death.",7.98
Date A Bullet: Dead or Bullet,"Action, Sci-Fi",Geek Toys,"Soon after falling into another world, Kurumi Tokisaki takes interest in a particular white cat. Much to Kurumi's disappointment, the two part ways.

Kurumi later meets Hibiki Higoromo, a white haired quasi-spirit. Hibiki explains that they are at the center of a killing game between quasi-spirits. Within the Neighboring World, the spirits compete for a single wish to be granted to the lone survivor of the death-match.

Understanding the rules of the game, Kurumi and Hibiki reach a compromise—a temporary alliance.",7.57
Fruits Basket 2nd Season,"Drama, Romance, Supernatural",TMS Entertainment,"A year has passed since Tooru Honda began living in the Souma residence, and she has since created stronger relationships with its inhabitants Shigure, Kyou, and Yuki. She has also grown closer to the rest of the Souma family and has become familiar with their ancestral secret, having helped them with many of their personal issues. The closer Tooru gets, however, the more she begins to realize that their secret holds a darker truth than she first presumed.

Summer is approaching and Tooru is invited to spend her days with the Soumas, mainly Kyou and Yuki. Tooru wishes for an easy-going vacation, but her close relationships with the two boys and the rest of the Soumas may prove to cause trouble. As they grow more intimate, their carefree time together is hindered by older hardships and feelings from the past that begin to resurface. The Eternal Banquet also dawns on the members of the zodiac, and they must tend to their duties alongside the unnerving head of the family, Akito Souma.

With the banquet approaching and a plethora of feelings to be solved, will Tooru's life with the Soumas remain peaceful, or will she find herself in a situation from which she cannot escape?",8.55
Given Movie,"Boys Love, Drama, Romance",Lerche,"The band ""given""—comprised of Ritsuka Uenoyama, Mafuyu Satou, Haruki Nakayama, and Akihiko Kaji—has advanced to the final screening of the Countdown-fes Amateur Contest, in which they will be judged on their live act. Although enthusiastic, they worry about having only one original song to perform.

Mafuyu embraces the idea of learning more about music in order to create new, emotionally resonant songs. In this regard, he unexpectedly receives help from Ugetsu Murata, Akihiko's on-again, off-again lover. Ugetsu has unsuccessfully tried to let go of Akihiko, who himself is torn between lingering feelings for his past and an uncertain resolve for the future.

As the competition draws near, Haruki uncharacteristically begins to doubt his place in the band and the trust he shares with Akihiko. It is a given that not all attachments last forever, but it remains to be seen what can be salvaged from the ruins of heartbreak—or if only regrets will endure.",8.14
Bishoujo Senshi Sailor Moon Eternal Movie 2,"Fantasy, Romance","Toei Animation, Studio Deen","The threat of the Dead Moon Circus still looms over Usagi Tsukino and the Sailor Guardians. Driven into a corner, the Earth plunges further into darkness as nightmares continue to spread. The Outer Sailor Guardians sense that something is amiss when the young Hotaru Tomoe begins to rapidly age following the total solar eclipse. Believing that their prince and princess are in danger, the four reawaken their powers once more to reunite and aid their fellow Sailor Guardians. 

Due to the influence of the eclipse, Usagi and Mamoru Chiba's conditions begin to worsen, causing their powers to deteriorate. Without their leader, the Guardians are at a loss as to what they should do next. Frustrated by the situation, Hotaru and Chibiusa set off on their own to confront the Amazoness Quartet, who have been causing the brunt of the chaos thus far. As Queen Nehelenia's liberation quickly approaches, the Sailor Guardians are running out of time to stop her.",7.73
Mo Dao Zu Shi: Wanjie Pian,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES,"Along an empty road in the rural countryside, Wei Wuxian and Lan Wangji stumble across a stone plaque that reads ""Yi City."" Still on their quest to unravel the mystery behind the cursed severed arm, they venture into the deserted city to obtain further leads.

However, with the appearance of a mysterious new cultivator, the demonic arm investigation leads Wei Wuxian and Lan Wangji to a plot that threatens the cultivation world as they know it. The gravity of the new situation escalates when the two find it involves the chief cultivator of the renowned Lanling Jin Sect—Jin Guangyao.

As the pair continue to piece together the crucial conspiracies of the cultivation history, their friends and colleagues grow suspicious of their motives. With the world against him, Wei Wuxian must prove he is not the demonic sorcerer people believe him to be to regain their trust and save the cultivation world from the sinister evil lurking within it.",8.57
Mo Dao Zu Shi Q,"Comedy, Fantasy",B.CMAY PICTURES,"The cultivation classes in the Cloud Recesses have started, and Wei Wuxian is as mischievous as ever. From getting in trouble for cheating to tempting the ever-so-cold and stoic Lan Wangji into breaking one of the three thousand strict rules of the Gusu Lan Clan—he's done it all. Although almost everything Wei Wuxian does is against Lan Wangji's principles, an unbreakable bond forms between the two. 

This chibi spin-off is a refreshing compilation of the hilarious and adorable moments of Mo Dao Zu Shi that shows not only how impish Wei Wuxian can be, but also the bashful side of the icy Lan Wangji.",7.94
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,"Action, Adventure, Fantasy",J.C.Staff,"Upon his run-in with a Vouivre—a monster known to be very dangerous—Hestia Familia's captain Bell Cranel is struck with incomprehension. Despite its preceding reputation, the supposed bloodthirsty creature happens to be crying and flees from a group of adventurers. The monster, taking the form of a terrified little girl, prompts Bell to swiftly decide to hide her. Unbeknownst to him, this act of kindness will cause massive repercussions that will soon echo throughout the entire city of Orario.",7.46
Kimetsu no Yaiba Movie: Mugen Ressha-hen,"Action, Fantasy",ufotable,"After a string of mysterious disappearances begin to plague a train, the Demon Slayer Corps' multiple attempts to remedy the problem prove fruitless. To prevent further casualties, the Flame Pillar, Kyoujurou Rengoku, takes it upon himself to eliminate the threat. Accompanying him are some of the Corps' most promising new blood: Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira, who all hope to witness the fiery feats of this model demon slayer firsthand.

Unbeknownst to them, the demonic forces responsible for the disappearances have already put their sinister plan in motion. Under this demonic presence, the group must muster every ounce of their willpower and draw their swords to save all two hundred passengers onboard. Kimetsu no Yaiba Movie: Mugen Ressha-hen delves into the deepest corners of Tanjirou's mind, putting his resolve and commitment to duty to the test.",8.62
Boku to Joi no Shinsatsu Nisshi The Animation,Hentai,Studio 1st,No description available for this anime.,7.02
Hyperventilation,"Boys Love, Drama, Erotica",UNKNOWN,"Lee Myeongyi has lived his whole life with pneumothorax—a collapsed lung. He despises the attention he draws at school with his bouts of loud hyperventilating, extended coughing fits, and exemption from physical education as well as military service. Whether suffering through the curiosity or ire of his classmates, Myeongyi is left feeling like a complete outcast. However, the class president Han Seonho often shows Myeongyi kindness and understanding. With his friendly gestures and handsome looks, he becomes Myeongyi's first crush.

Nine years later, Myeongyi attends his high school reunion for only one reason: to see Han Seonho once again. He holds a tiny glimmer of hope about the other man's feelings for him—but after seeing the bright gold ring on Seonho's left hand and listening to their classmates' prying questions, that hope is quickly dashed. Excusing himself to go take a smoke, regardless of the state of his lungs, Myeongyi is followed outside by Seonho. Unexpectedly, that marks the beginning of their illicit love affair.",7.15
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Action, Fantasy",SILVER LINK.,"In the distant past, a war between humans and demons brought about widespread chaos and bloodshed. To put an end to this seemingly endless conflict, Demon King Anos Voldigoad willingly sacrificed his life, hoping to be reborn in a peaceful future.

In preparation for their king's return, the demon race created the Demon King Academy, an elite institution tasked with determining Anos' identity when he reawakens. He reincarnates two millennia later, but to his surprise, he soon learns that the level of magic in the world has drastically waned during his absence. Moreover, when he enrolls at the academy to reclaim his rightful title, he finds out that demonkind remembers him differently. His personality, his deeds, and even his legacy are all falsified—masked beneath the name of an impostor. This ""lack"" of common knowledge renders him the academy's outlier—a misfit never before seen in history.

Despite these drawbacks, Anos remains unfazed. As he sets out to uncover those altering his glorious past, he takes it upon himself to make his descendants recognize that their ruler has finally returned.",7.38
Mahouka Koukou no Rettousei: Raihousha-hen,"Action, Fantasy, Romance, Sci-Fi",8bit,"Following the events of ""Scorched Halloween,"" the world is introduced to a terrifyingly powerful Strategic class magician. In an effort to uncover the identity of this person, the United States of the North American Continent (USNA) dispatches the most powerful asset in its arsenal to Japan on a covert mission—the elite magician unit ""Stars"" and its commander, Angie Sirius.

At First High School, Tatsuya Shiba and his friends are having a farewell party for Shizuku Kitayama, who is leaving to study abroad in the USNA as part of an exchange program. In her place, the group welcomes the beautiful Angelina ""Lina"" Kudou Shields. Around the same time, Tatsuya is informed about the USNA's plan to uncover his true identity.

Elsewhere in Tokyo, numerous reports arise of seemingly random bodies found drained of blood. Dubbed as the works of a vampire, it does not take long for Tatsuya to connect the dots and realize that it is almost impossible for the timing of these events to be mere coincidences.",7.28
Major 2nd 2nd Season,Sports,OLM,"After recovering from the inner struggles he faced in the past, Daigo Shigeno continues to play baseball and is now the captain of Fuurin Private Academy Middle School's baseball team. Alongside Mutsuko Sakura, his classmate from elementary school, he aims to lead the team to glory. However, due to unexpected circumstances, Fuurin's baseball team is left with only six members: Daigo, Mutsuko, Yayoi Sawa, Tao Sagara, Seira Kandori, and Hiromu Tanba. Left with mostly female players and lacking in experience, the team struggles to gain confidence and trust from the new recruits—Akira Nishina, Anita Kabashima, and Chisato Fujii. Facing challenges such as having no proper coach, problematic recruits, and a limited number of members, Daigo's resolution is put to the test as he tries to bring the team together in time to participate in their first ever tournament.",7.48
Arifureta Shokugyou de Sekai Saikyou 2nd Season,"Action, Adventure, Fantasy","asread., studio MOTHER","After rescuing his former classmates from the perils of a labyrinth—a mythical place that grants a divine magic to whosoever triumphs over its trials—Nagumo Hajime emerges victorious, while the new heroes of the fantasy world Tortus must face their first major failure. Together with his traveling companions and the new team member Kaori Shirasaki, Nagumo resumes his journey to conquer all labyrinths and eventually return to his original world.

Meanwhile, the heroes from Earth try learning from their mistakes and prepare for the demon army's invasion. As the final confrontation looms closer, new and old enemies start setting their evil plans in motion. Once more, Nagumo must prove that he can prevail against the most formidable opponents, all while protecting the ones he holds closest to his heart.",7.18
Nami yo Kiitekure,"Comedy, Drama",Sunrise,"Restaurant worker Minare Koda has recently been through a bad breakup. Heartbroken and drunk after a night out, she rants about her misery to a complete stranger—Kanetsugu Matou, a radio station director local to Sapporo, Hokkaido.

The next day at work, Minare is shocked to hear a recording of herself from the previous night playing over the radio. Flustered, she rushes to the radio station in a frenzy to stop the broadcast. As she confronts Matou, a chain of events leads to her giving an impromptu talk live on air, explaining her savage drunken speech. With her energetic voice, she delivers a smooth dialogue with no hesitation, which Matou recognizes as raw talent.

Minare soon becomes a late-night talk show host under Matou's direction, covering amusing narratives set in Sapporo, all while balancing her day job and personal life to make ends meet.",7.35
No Guns Life 2nd Season,"Action, Drama, Sci-Fi",Madhouse,Second half of No Guns Life.,7.07
Jaku-Chara Tomozaki-kun,"Drama, Romance",Project No.9,"Fumiya Tomozaki is Japan's best player in the online game Attack Families, commonly known as ""Tackfam."" Despite holding such a revered title, a lack of social skills and amiability causes him to fall short in his everyday high school life. Failing to have any friends, he blames the convoluted mechanics and unfair rules of life, forcing him to give up and proclaim himself a bottom-tier character in this ""game.""

After a fateful meeting with another top-tier Tackfam player, Fumiya is shocked to discover the player's true identity—Aoi Hinami, a popular, smart, and sociable classmate who is the complete opposite of himself. Aoi, surprised at how inept Fumiya is at everything besides Tackfam, decides to assist him in succeeding in what she calls the greatest game of them all. Through the gruesome ordeals of social interactions and relationships, Fumiya begins to advance tiers in the glorious game of life.",7.12
Appare-Ranman!,Comedy,P.A. Works,"No dream is too big for Appare Sorrano, a socially-awkward inventor living in a small rural town in Japan in the late 19th century. Fascinated since childhood by the creation of steamships that can connect people across great distances, he's learned to make machines of all kinds from various scientific texts. His goal is to sail across the sea, beyond the sky, and ultimately, to the other side of the moon.

Unfortunately, through a string of events, Appare finds himself stranded in the middle of the sea on his mini steamship. Floating alongside him is a skilled but cowardly samurai, Kosame Ishikki, who was tasked to keep his eccentric behavior in check. Just when all hope seems lost, a large steamship saves them and takes them to Los Angeles. With no money or plans, they decide to participate in the ""Trans-America Wild Race,"" which gives Appare the chance to build his own automobile, and Kosame the opportunity to use the cash prize to return home. However, against rival racers and unknown challenges residing in the wilderness, just how far will this adventure take Appare and Kosame?",7.26
Sword Art Online: Alicization - War of Underworld 2nd Season,"Action, Adventure, Fantasy",A-1 Pictures,"The final battle against the Dark Territory drags on, as players from all over the world flood the Underworld's servers and plunge the Human Empire into utter chaos. Asuna Yuuki and her friends defend their new allies with everything they have, but their numbers are falling. Meanwhile, Alice Zuberg heads toward the World's End Altar while Gabriel ""Vecta"" Miller relentlessly pursues her.

Meanwhile, members of Rath strategize a plan in an attempt to restore Kirito's damaged fluctlight. However, the intruders occupying the main control room have other plans. Surrounded by death and despair, when all hope seems to be lost, one voice reaches out to Kirito—a familiar one saying, ""I will always be by your side.""

Sword Art Online: Alicization - War of Underworld 2nd Season is the epic conclusion to Akihiko Kayaba's dream of creating artificial human intelligence. Now it is up to Kirito and his friends to protect this collapsing world from the people that still think it is just a game.",7.48
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,"Comedy, Supernatural","J.C.Staff, Egg Firm","Kusuo Saiki is a high school student who possesses a wide range of psychic abilities. While many may believe these abilities to be a gift, to Kusuo, they are a curse as he must fight strange odds in order to try to live a normal life. Forced to use his psychic powers to protect his secret or to make up for his father's incompetence at work, will Saiki eventually come to realize how his powers can actually help his friends and family?",8.11
Raison d'être,UNKNOWN,Enishiya,Music video for Eve's second major single Raison d'être.,7.56
Majo no Tabitabi,"Adventure, Fantasy",C2C,"Since childhood, Elaina has always been fascinated by the stories written within her favorite book, especially those about Nike, a renowned witch who had numerous great travels across the world. Wanting to experience the awe of adventure herself, Elaina strives to become a witch, and despite the numerous trials that come her way, she eventually succeeds.

Now a full-fledged witch, Elaina finally embarks on her long-awaited journey, in which she meets many people along the way, learning their various stories. Through all of this, she explores the world at its fullest—experiencing both its bright and dark sides—starting her legendary tale.",7.55
Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,"Action, Fantasy",Toei Animation,"The story begins when the protagonist Hikaru meets aliens Lala, Prunce, and Fuwa while watching the night sky. She learns of the “Star Palace,” where the 12 Star Princesses of the constellations kept the balance of the universe until they were attacked. Lala is searching for the legendary Precure warriors to help find the 12 scattered “Princess Star Color Pens” and revive the princesses. When Fuwa is captured by an enemy, Hikaru wishes to save Fuwa, and a Star Color Pendent and a Star Color Pen appear to allow her to transform into Cure Star. From then on she works to collect the pens and raise Fuwa, who is the key to reviving the princesses.",7.22
Utawarerumono: Futari no Hakuoro,"Action, Drama, Fantasy",White Fox,"After the events of Mask of Deception, the Yamato Empire is now ruled with an iron fist by a ruthless usurper who seeks to subjugate all before him. It's up to a couple of familiar faces to band together against the might of the Imperial army, and the fate of the world hangs in the balance as nations and generals must pick a side to fight with in this perilous civil war. Secrets will be revealed, friendships will be tested, and battles will be fought. Will peace and order be restored or will victory at any cost be the beginning of the end? 

(Source: Atlus)",7.53
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Comedy,A-1 Pictures,"After a slow but eventful summer vacation, Shuchiin Academy's second term is now starting in full force. As August transitions into September, Miyuki Shirogane's birthday looms ever closer, leaving Kaguya Shinomiya in a serious predicament as to how to celebrate it. Furthermore, the tenure of the school's 67th student council is coming to an end. Due to the council members being in different classes, the only time Kaguya and Miyuki have to be together will soon disappear, putting all of their cunning plans at risk.

A long and difficult election that will decide the fate of the new student council awaits, as multiple challengers fight for the coveted title of president.",8.64
7 Seeds 2nd Season,"Adventure, Drama, Mystery, Romance, Sci-Fi","Gonzo, Studio Kai",Second season of 7 Seeds.,7.06
Umibe no Étranger,"Boys Love, Romance",Studio Hibari,"Shun Hashimoto is an openly gay aspiring novelist living in Okinawa who was abandoned by his parents after coming out to them. Mio Chibana is a reserved, orphaned high school student, often found spending his time by the sea. One day, the two meet on the beach, and Shun is instantly captivated by Mio. The days fly by as they slowly begin to grow closer until Mio suddenly announces that he has to leave for the mainland.

Three years pass before a 20-year-old Mio returns to Okinawa to confess his love to Shun. However, in those three years, Shun's life has changed. Will he be able to accept Mio's feelings and make such a commitment?",7.89
Uramichi Oniisan,Comedy,Studio Blanc.,"In the studio of the morning childrens' show ""Together with Mama,"" a crew of miserable adults prepares their facades of amicable smiles and cheerful exteriors to educate a group of innocent preschoolers. In the middle of it stands Uramichi Omota, a former gymnast who can't help but bring the kids down to earth by revealing the harsh and depressing reality of adulthood, even in front of the rolling cameras.

Behind the scenes, Uramichi's much-desired peace is disturbed by his two bothersome juniors who work as the show's rabbit and bear mascots and singers: Utano Tadano, a woman who only wishes to get married; and Iketeru Daga, a handsome man with a crass sense of humor. From smoking and exercising to nihilistic outbursts, everyone's big brother Uramichi always brings up the not-so-moral side to his life lessons.",7.69
Yes ka No ka Hanbun ka,"Boys Love, Drama",Lesprit,"Kei Kunieda is a newscaster who strictly maintains an amiable and kind persona while at work. Although he smiles on the outside, he covertly curses at others to his heart's content. His everyday life is smooth, even if he keeps half of himself hidden at all times, but that changes when he meets Ushio Tsuzuki, an independent stop-motion animator.

Soon, Kei finds himself caught in a lie borne from his two personas meeting Ushio under different conditions, with the other man unaware they are the very same person. As feelings begin to blossom between them, Kei cannot be sure if Ushio will love both sides of him—or only just half.",7.09
Girls & Panzer: Saishuushou Part 2 Specials,Comedy,Actas,Specials included with Girls &amp; Panzer: Saishuushou Part 2 Blu-ray and DVD.,7.22
** Kouhai,"Fantasy, Hentai",Majin,"A special governmental program has been introduced to counteract the declining birth rates of demi-human races suffering due to a lack of male members. Through a so-called ""assistance system,"" randomly selected humans are required to mate with designated partners—be it elves, sirens, or even dragons.

Iris Thea Eaderlindt, an elven princess known for her open-mindedness and friendly attitude towards humans, is transferred to the Ark Metropolitan Academy. Coincidentally, her new teacher has been selected as her mating partner. Anxious yet determined to fulfill her duty of securing the future of her race, she starts partaking in sexual activities with him. To her surprise, Iris discovers that her partner's ancestors were orcs, well known for their extraordinary sexual prowess.

As more demi-human students join the class and find out about their teacher's ""side job,"" it becomes increasingly difficult for Iris to keep her partner's attention solely on her.",7.24
Jashin-chan Dropkick': Chitose-hen,"Comedy, Supernatural",Nomad,"After the devils see a television advertisement for Chitose, Hokkaido, Yurine Hanazono suggests that they all take a trip there. Everyone readily agrees to the excursion except for Jashin-chan; however, she is forced to tag along under the threat of Yurine's chainsaw.

As the group begins to wrap up their sightseeing for the day, Jashin-chan accidentally lets a stray deer eat the ticket they need to check in to their hotel. Coincidentally, the fallen angels are also on a Hokkaido trip and happen to be staying at the same hotel. Running into them, Jashin-chan has no choice but to initiate a battle for the angels' ticket by racing around Lake Shikotsu.",7.23
Shoujo☆Kageki Revue Starlight Movie,UNKNOWN,Kinema Citrus,"With the arrival of a new generation of talented girls, another lively year at Seishou Music Academy begins. The graduating 99th class is already preparing for the much-anticipated rendition of Starlight, a bittersweet story about the parting of two girls.

It seems like all students in the Actor Training Department have their post-graduation future figured out—except for the cheerful Karen Aijou. Having fulfilled her promise of performing in a play with Hikari Kagura, her ambitious childhood friend, Karen struggles to find her purpose. What lies beyond their promise is a mystery to Karen, as Hikari was the fuel that kept her passion for performing aflame. Now alone, Karen must confront the reality of stage girls and find her way toward the future—her very own stage.",8.55
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,UNKNOWN,Kinema Citrus,"At the performing arts division of Seishou Music Academy, the ever-evolving stage threads the lives of its students together as they tirelessly hone their craft. Yet, as the girls prepare for a new rendition of the previous year's performance, the carefree Karen Aijou begins to settle for a smaller role. However, her waning passion is reignited by the return of her childhood friend Hikari Kagura, whose sudden transfer to the academy triggers a flurry of changes in the class dynamics.

Subsequently, Karen chances upon a secret battleground underneath the school, which houses a set of auditions that will crown its ultimate victor as ""Top Star."" As she dives headfirst into these enigmatic trials, Karen begins to learn about the tribulations that come with vying for the top. Even if fate wills them apart, Karen and Hikari must fight in hopes of fulfilling their childhood promise: to become stars together.",7.59
Kingdom 3rd Season,Action,"Pierrot, Studio Signpost","Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states.

Meanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themselves from being wiped off the map.",8.81
Super Cub,Slice of Life,Studio Kai,"Koguma, a reserved second-year high school student, has nothing—no parents, hobbies, friends, or goals. On her way home one afternoon, she visits a vehicle shop in hopes of acquiring a motor scooter. With only enough money to make ends meet, she is disheartened by the price tags and prepares to turn back. However, as she is about to leave, the shop's owner offers her a pre-owned Honda Super Cub for ten thousand yen. Believing that the motorcycle will help brighten her monotonous world, she accepts the deal. As Koguma journeys through her town on small adventures with her Super Cub, she begins to build irreplaceable friendships and eagerly advances toward her new life.",7.43
Kakushigoto,Comedy,Ajia-do,"Kakushi Gotou is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden from her, believing that she will be disillusioned if she finds out. 

This paranoia-induced belief leads Kakushi into hectic situations. Despite being a single father, he does his best and often resorts to extreme ends just to protect his secret, such as guising as a salaryman every day or holding emergency drills in case Hime somehow finds her way to his workplace.

Kakushigoto tells the story of a father and daughter living side by side, maintaining their peaceful existence as the father attempts to preserve the status quo. However, there is a saying: ""there are no secrets that time cannot reveal."" In time, Hime must learn the reality behind the things she took for granted as she grew up.",7.99
Nomad: Megalo Box 2,"Sci-Fi, Sports",TMS Entertainment,"Megalo Box is an advanced form of boxing where competitors wear metal frames called Gear. When the first ever Megalonia tournament took place, ""Gearless"" Joe became its champion and known to all as a legendary fighter. However, soon after, he lost an exhibition match against the second champion and vanished from the public eye.

Seven years later, Joe now goes by ""Nomad"" and keeps a low profile, occasionally fighting in a few underground matches to get by. He is haunted by hallucinations and relies on a set of painkillers to numb his mind.

During a match, Joe wins against an opponent, Chief, who purposefully loses for some extra cash from gamblers. Subsequently, Joe discovers that Chief is from a community of immigrants called the Casa. Chief is gradually trying to make enough money to purchase the land where they live illegally. At first, Joe hesitates to get involved, but eventually decides to lend the Casa a helping hand.",8.2
Tian Guan Ci Fu,"Action, Adventure, Drama, Supernatural",Haoliners Animation League,"The heavens shake, the thunder rumbles, and Xie Lian appears with an apologetic smile—again! Eight hundred years prior, he was a beloved martial god, known as the Crown Prince of Xianle. Now, he ascends to the heavenly realm for the third time, but simply as a pitiful scrap-collecting god with no followers behind him. 

On his first mission, Xie Lian finds himself alone in the dark moonlit night. There, a gentle man dressed in red guides him through the forest. However, as abruptly as he appeared, the man suddenly dissipates into a swarm of silver butterflies.

Xie Lian later learns that this mysterious stranger was none other than Hua Cheng, the Crimson Rain Sought Flower, a Ghost King feared by both demons and gods alike. But before Xie Lian can figure out why Hua Cheng would help a Heavenly Official like himself, he meets San Lang. A young man possessing great knowledge on not only the Ghost King, but also the now forgotten Crown Prince, San Lang decides to accompany Xie Lian on his journey of unveiling the mysteries of the past.",8.37
Yao Shen Ji 4th Season,"Action, Adventure, Fantasy, Romance",Ruo Hong Culture,Fourth season of Yao Shen Ji.,7.35
Tian Bao Fuyao Lu,"Action, Fantasy",Sparkly Key Animation Studio,"Having lived his entire life on Mount Taiheng, half-yao Kong Hongjun is at last presented with the chance to explore the human world. He is assigned three tasks: uncover his father's murderer, eliminate the Black Jiao and its yao tribes that have infiltrated Chang'an, and return the Heart Lamp to a descendent of the Chen family. However, on his first night in the city, the Heart Lamp is mistakenly absorbed by military general Li Jinglong.

After receiving a mysterious invitation to join Chang'an's Court of Exorcism, Kong Hongjun is reunited with a disgraced Li Jinglong as his captain. Alongside a fellow yao, a noble from a foreign land, and a cowardly scholar, Kong Hongjun and Li Jinglong must work together to purge Chang'an of the yao lurking in its streets. In the meantime, Kong Hongjun also needs to hide his true identity from Li Jinglong who loathes yao—all while attempting to retrieve the Heart Lamp from his body.",7.42
